notice_id,title,location,suburb,suburb_source,lga,lga_source,start_date,end_date,end_date_basis,date_parse_status,current_notice,index_section,index_title,location_description,date_text,page_updated_date,source_url,source_page_url,raw_html_file,scraped_at,scrape_date,is_designated_area
public-notice-moomba-2020,Public notice: Moomba Festival 6-8 March 2020,Moomba Festival,,,,,2020-03-06,2020-03-08,notice_date_range_compact,parsed,FALSE,previous,Friday 6 March - Sunday 8 March 2020: Melbourne Moomba Festival 2020,,Public notice: Moomba Festival 6-8 March 2020,2025-07-08,https://www.police.vic.gov.au/public-notice-moomba-2020,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-moomba-2020.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-city-of-casey-27-March-2020,Public notice: City of Casey - 27 March 2020,City of Casey,,,City of Casey NA,explicit_notice_text,2020-03-27,2020-03-27,single_day_notice,parsed,FALSE,previous,Friday 27 March 2020: City of Casey,,This declaration will operate on 27 March 2020 between 1pm and 9pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-city-of-casey-27-March-2020,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-city-of-casey-27-March-2020.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-deer-park-17-june-2020,Public notice: Deer Park - 17 June 2020,Deer Park,Deer Park,simple_location_title,,,2020-06-17,2020-06-17,single_day_notice,parsed,FALSE,previous,Wednesday 17 June 2020: Deer Park,,This declaration will operate on Wednesday 17 June 2020 between 1:30pm and 1:30am.,2025-07-08,https://www.police.vic.gov.au/public-notice-deer-park-17-june-2020,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-deer-park-17-june-2020.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-deer-park-19-20-june-2020,Public notice: Deer Park - 19-20 June 2020,Deer Park,Deer Park,simple_location_title,,,2020-06-19,2020-06-20,notice_date_range_compact,parsed,FALSE,previous,Friday 19 June - Saturday 20 June 2020: Deer Park,,This declaration will operate between 2:30pm 19 June and 2:30am Saturday 20 June 2020.,2025-07-08,https://www.police.vic.gov.au/public-notice-deer-park-19-20-june-2020,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-deer-park-19-20-june-2020.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-new-years-eve-2020,Public notice: Melbourne New Year's Eve 2020,Melbourne New Year's Eve 2020,,,,,2020-12-31,2021-01-01,notice_date_range,parsed,FALSE,previous,Thursday 31 December 2020 - Friday 1 January 2021: Melbourne New Year's Eve 2020,,This declaration will operate for the 2020 Melbourne CBD New Year’s Eve event on Thursday 31 December 2020 from 7pm to Friday 1 January 2021 at 7am.,2025-07-08,https://www.police.vic.gov.au/public-notice-new-years-eve-2020,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-new-years-eve-2020.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-st-kilda-new-years-eve-2021,Public notice: St Kilda New Year's Eve 2021,St Kilda New Year's Eve 2021,,,,,2020-12-31,2021-01-01,notice_date_range,parsed,FALSE,previous,Friday 31 December 2021 - Saturday 1 January 2022: St Kilda New Year's Eve,,This declaration will operate between 6pm Friday 31 December 2020 and 6am Saturday 1 January 2021.,2025-07-08,https://www.police.vic.gov.au/public-notice-st-kilda-new-years-eve-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-st-kilda-new-years-eve-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-moomba-2021,Public notice: Moomba Festival 5-7 March 2021,Moomba Festival,,,,,2021-03-05,2021-03-07,notice_date_range_compact,parsed,FALSE,previous,Friday 5 March - Sunday 7 March 2021: Moomba Festival,,Public notice: Moomba Festival 5-7 March 2021,2025-07-08,https://www.police.vic.gov.au/public-notice-moomba-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-moomba-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-footscray-6-May-2021,Public notice: Footscray - 6 May 2021,Footscray,Footscray,simple_location_title,,,2021-05-06,2021-05-06,single_day_notice,parsed,FALSE,previous,Thursday 6 May 2021: Footscray,,This declaration is in place on 6 May 2021.,2025-07-08,https://www.police.vic.gov.au/public-notice-footscray-6-May-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-footscray-6-May-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-city-wyndham-14-15-May-2021,Public notice: City of Wyndham 14-15 May 2021,City of Wyndham,,,City of Wyndham NA,explicit_notice_text,2021-05-14,2021-05-15,notice_date_range_compact,parsed,FALSE,previous,Friday 14 May - Saturday 15 May 2021: City of Wyndham,,This declaration will operate on Friday 14 May from 2pm to Saturday 15 May 2021 at 2am.,2025-07-08,https://www.police.vic.gov.au/public-notice-city-wyndham-14-15-May-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-city-wyndham-14-15-May-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-wyndham-20-21-May-2021,Public notice: City of Wyndham 20-21 May 2021,City of Wyndham,,,City of Wyndham Declaration of designated area un,explicit_notice_text,2021-05-20,2021-05-21,notice_date_range_compact,parsed,FALSE,previous,Thursday 20 May - Friday 21 May 2021: City of Wyndham,Declaration of designated area under s.10D or s.10E of the Control of Weapons Act 1990 a designated area containing all public places within the City of Wyndham that is within the area bounded by and including:,Public notice: City of Wyndham 20-21 May 2021,2025-07-08,https://www.police.vic.gov.au/public-notice-wyndham-20-21-May-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-wyndham-20-21-May-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-footscray-30-June-2021,Public notice: Footscray - 30 June 2021,Footscray,Footscray,simple_location_title,,,2021-06-30,2021-06-30,single_day_notice,parsed,FALSE,previous,Wednesday 30 June 2021: Footscray,,This declaration will operate on Wednesday 30 June 2021 between 2pm and 10pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-footscray-30-June-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-footscray-30-June-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-sunshine-18-August-2021,Public notice: Sunshine - 18 August 2021,Sunshine,Sunshine,simple_location_title,,,2021-08-18,2021-08-18,single_day_notice,parsed,FALSE,previous,Wednesday 18 August 2021: Sunshine,,This declaration is in place on 18 August 2021.,2025-07-08,https://www.police.vic.gov.au/public-notice-sunshine-18-August-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-sunshine-18-August-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-freedom-rally-melbourne-18-September-2021,Public notice: Freedom Rally Melbourne - Saturday 18 September 2021,Freedom Rally Melbourne,Freedom Rally Melbourne,simple_location_title,,,2021-09-18,2021-09-18,single_day_notice,parsed,FALSE,previous,Saturday 18 September 2021: Freedom Rally Melbourne,,This declaration will be in place for the Freedom Rally from 7am to 7pm on Saturday 18 September 2021.,2025-07-08,https://www.police.vic.gov.au/public-notice-freedom-rally-melbourne-18-September-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-freedom-rally-melbourne-18-September-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-this-is-what-tyranny-looks-like-rally-saturday-16-october-2021,Public notice: This Is What Tyranny Looks Like rally - Saturday 16 October 2021,This Is What Tyranny Looks Like rally,,,,,2021-10-16,2021-10-16,single_day_notice,parsed,FALSE,previous,Saturday 16 October 2021: This Is What Tyranny Looks Like rally,,This declaration will be in place for the This Is What Tyranny Looks Like Rally from 7am to 7pm on Saturday 16 October 2021.,2025-07-08,https://www.police.vic.gov.au/public-notice-this-is-what-tyranny-looks-like-rally-saturday-16-october-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-this-is-what-tyranny-looks-like-rally-saturday-16-october-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-melbourne-new-years-eve-2021,Public notice: Melbourne New Year's Eve 2021,Melbourne New Year's Eve 2021,,,,,2021-12-31,2022-01-01,notice_date_range,parsed,FALSE,previous,Friday 31 December 2021 - Saturday 1 January 2022: Melbourne New Year's Eve,,The declaration is in place between 5pm on Friday 31 December 2021 and 5am on Saturday 1 January 2022.,2025-07-08,https://www.police.vic.gov.au/public-notice-melbourne-new-years-eve-2021,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-melbourne-new-years-eve-2021.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-croydon-28-january-2022,Public notice: Croydon - 28 January 2022,Croydon,Croydon,simple_location_title,,,2022-01-28,2022-01-28,single_day_notice,parsed,FALSE,previous,Friday 28 January 2022: Croydon,,This declaration will operate on 28 January 2022 between 2pm and 10pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-croydon-28-january-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-croydon-28-january-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-st-kilda-festival-2022,Public notice: St Kilda Festival 2022,St Kilda Festival 2022,,,,,2022-02-05,2022-02-05,single_day_notice,parsed,FALSE,previous,Saturday 5 February 2022: St Kilda Festival 2022,,This declaration will operate on 5 February 2022 between 11am and 10pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-st-kilda-festival-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-st-kilda-festival-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-melton-9-february-2022,Public notice: Melton 9 February 2022,Melton,Melton,simple_location_title,,,2022-02-09,2022-02-09,single_day_notice,parsed,FALSE,previous,Wednesday 9 February 2022: Melton,"Declaration of designated are under section 10D(1) of the Control of Weapons Act 1990, a designated area containing Melton Railway Station bounded by:",This declaration will operate on the 9 February 2022 between 2pm and 10pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-melton-9-february-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-melton-9-february-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-doncaster-11-february-2022,Public notice: Doncaster 11 February 2022,Doncaster,Doncaster,simple_location_title,,,2022-02-11,2022-02-11,single_day_notice,parsed,FALSE,previous,Friday 11 February 2022: Doncaster,,This declaration will operate on the 11 February 2022 between 1pm and 9pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-doncaster-11-february-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-doncaster-11-february-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-st-albans-13-february-2022,Public notice: St Albans 13 February 2022,St Albans,St Albans,simple_location_title,,,2022-02-13,2022-02-13,single_day_notice,parsed,FALSE,previous,Sunday 13 February 2022: St Albans,"The Assistant Commissioner, Transit and Public Safety Command, acting as a delegate of the Chief Commissioner of Police, under section 10D(1) of the Control of Weapons Act 1990, declares a designated area containing St Albans Railway Station and CBD bounded by:",This declaration will operate on 13 February 2022 between 2pm and 10pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-st-albans-13-february-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-st-albans-13-february-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
public-notice-st-kilda-13-february-2022,Public notice: St Kilda 13 February 2022,St Kilda,St Kilda,simple_location_title,,,2022-02-13,2022-02-13,single_day_notice,parsed,FALSE,previous,Sunday 13 February 2022: St Kilda,,This declaration will operate on 13 February 2022 between 12pm and 11pm.,2025-07-08,https://www.police.vic.gov.au/public-notice-st-kilda-13-february-2022,https://www.police.vic.gov.au/public-notices,data-raw/vicpol-public-notices/20260925-142915/public-notice-st-kilda-13-february-2022.html,2026-09-25T04:29:15Z,2026-09-25,TRUE
